ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at
2a04:3542:1000:910:305c:74ff:fe29:7c26,,202053,UpCloud Ltd,FI,,,i/o timeout,,0.00,2022-04-26T13:01:38Z,2020-12-10T10:14:34Z
195.140.195.21,resolver1.dns.trex.fi.,29432,TREX Regional Exchanges Oy,FI,,http://www.trex.fi/service/resolvers.html,,true,1.00,2023-02-28T07:50:42Z,2020-12-22T16:19:23Z
91.159.254.15,91-159-254-15.elisa-laajakaista.fi.,719,Elisa Oyj,FI,Kotka,,i/o timeout,,0.00,2022-04-13T10:02:17Z,2021-02-08T15:03:55Z
65.21.151.121,static.121.151.21.65.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.85,,false,1.00,2021-09-29T11:44:48Z,2021-09-29T11:44:48Z
95.216.161.85,mail.sadder.wtf.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.85,,false,1.00,2021-10-01T22:53:49Z,2021-10-01T22:53:49Z
65.21.30.170,static.170.30.21.65.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.85,,false,1.00,2021-10-01T22:57:19Z,2021-10-01T22:57:19Z
65.21.186.127,static.127.186.21.65.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.86,,false,1.00,2021-10-01T23:03:44Z,2021-10-01T23:03:44Z
95.217.129.57,static.57.129.217.95.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.81,,false,1.00,2021-10-01T23:08:37Z,2021-10-01T23:08:37Z
95.216.239.102,pihole.eth0.cloud.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.86,,false,1.00,2021-10-01T23:09:40Z,2021-10-01T23:09:40Z
65.21.48.158,static.158.48.21.65.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.85,,false,1.00,2021-10-01T23:12:35Z,2021-10-01T23:12:35Z
65.21.1.54,pi2.panel1.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.85,,false,1.00,2021-10-01T23:16:20Z,2021-10-01T23:16:20Z
135.181.100.234,static.234.100.181.135.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.85,,true,1.00,2021-10-01T23:22:56Z,2021-10-01T23:22:56Z
135.181.44.96,static.96.44.181.135.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.85,,true,1.00,2021-10-01T23:25:18Z,2021-10-01T23:25:18Z
65.21.3.2,static.2.3.21.65.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.85,,false,1.00,2021-10-01T23:31:27Z,2021-10-01T23:31:27Z
95.216.20.138,moonshine.palmasolutions.net.,24940,Hetzner Online GmbH,FI,Tuusula,dnsmasq-pi-hole-2.86,,false,1.00,2021-10-01T23:38:12Z,2021-10-01T23:38:12Z
95.217.179.1,smtp5.argomedia.it.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.81,,false,1.00,2021-10-01T23:40:58Z,2021-10-01T23:40:58Z
95.216.145.206,inima.one.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.81,,false,1.00,2021-10-01T23:57:56Z,2021-10-01T23:57:56Z
185.193.127.156,pistada.com.,39287,ab stract,FI,,dnsmasq-pi-hole-2.87test3,,false,0.78,2021-10-04T22:19:59Z,2021-10-02T00:04:41Z
95.217.215.13,static.13.215.217.95.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,,i/o timeout,,0.00,2021-11-09T22:22:49Z,2021-10-02T00:13:06Z
65.21.57.198,static.198.57.21.65.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.84,,true,1.00,2021-10-02T00:14:22Z,2021-10-02T00:14:22Z
65.21.52.116,static.116.52.21.65.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.86,,false,1.00,2021-10-02T00:21:30Z,2021-10-02T00:21:30Z
95.217.213.52,dns.danielgorbe.com.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.85,,true,1.00,2021-10-02T00:30:36Z,2021-10-02T00:30:36Z
35.228.49.112,112.49.228.35.bc.googleusercontent.com.,15169,GOOGLE,FI,Lappeenranta,dnsmasq-pi-hole-2.81,,false,1.00,2021-10-02T16:17:27Z,2021-10-02T16:17:27Z
95.216.196.19,static.19.196.216.95.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.84,,true,1.00,2021-10-02T16:26:10Z,2021-10-02T16:26:10Z
95.217.186.173,kermit.hswn.dk.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.85,,false,1.00,2021-10-02T16:30:54Z,2021-10-02T16:30:54Z
95.217.179.114,pi.panel1.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.85,,false,1.00,2021-10-02T16:39:08Z,2021-10-02T16:39:08Z
135.181.93.223,static.223.93.181.135.clients.your-server.de.,24940,Hetzner Online GmbH,FI,Helsinki,dnsmasq-pi-hole-2.84,,false,1.00,2021-10-02T16:58:31Z,2021-10-02T16:58:31Z
